,date,open,high,low,close,average,barCount
340,2023-05-04 13:40:00+00:00,162.39,162.39,161.56,161.71,161.938,1484
341,2023-05-04 13:41:00+00:00,161.65,162.08,161.04,161.14,161.449,1801
342,2023-05-04 13:42:00+00:00,161.1,161.49,160.96,161.27,161.219,1442
343,2023-05-04 13:43:00+00:00,161.29,161.6,161.09,161.14,161.331,1294
344,2023-05-04 13:44:00+00:00,161.16,161.38,161.01,161.34,161.165,1122
345,2023-05-04 13:45:00+00:00,161.31,161.74,161.22,161.41,161.442,1284
346,2023-05-04 13:46:00+00:00,161.42,161.65,161.27,161.51,161.489,853
347,2023-05-04 13:47:00+00:00,161.53,161.59,161.0,161.47,161.274,1431
348,2023-05-04 13:48:00+00:00,161.5,161.5,161.0,161.22,161.194,853
349,2023-05-04 13:49:00+00:00,161.2,161.75,161.15,161.74,161.426,1305
350,2023-05-04 13:50:00+00:00,161.74,162.26,161.66,162.16,162.023,1935
351,2023-05-04 13:51:00+00:00,162.14,162.16,161.87,161.9,162.048,940
352,2023-05-04 13:52:00+00:00,161.9,162.15,161.64,161.93,161.917,966
353,2023-05-04 13:53:00+00:00,161.95,162.3,161.93,162.28,162.12,1011
354,2023-05-04 13:54:00+00:00,162.3,162.45,162.05,162.2,162.237,969
355,2023-05-04 13:55:00+00:00,162.17,162.5,162.1,162.46,162.287,873
356,2023-05-04 13:56:00+00:00,162.46,162.49,162.2,162.27,162.354,760
357,2023-05-04 13:57:00+00:00,162.27,162.38,162.08,162.18,162.191,690
358,2023-05-04 13:58:00+00:00,162.18,162.29,161.65,161.75,162.004,1120
359,2023-05-04 13:59:00+00:00,161.75,161.95,161.5,161.57,161.729,1006
360,2023-05-04 14:00:00+00:00,161.56,161.72,161.38,161.52,161.573,1061
361,2023-05-04 14:01:00+00:00,161.51,161.53,161.02,161.21,161.198,1367
362,2023-05-04 14:02:00+00:00,161.22,161.34,161.1,161.16,161.213,872
363,2023-05-04 14:03:00+00:00,161.16,161.16,160.56,160.76,160.916,1999
364,2023-05-04 14:04:00+00:00,160.75,160.79,160.47,160.62,160.608,1688
365,2023-05-04 14:05:00+00:00,160.61,160.82,160.5,160.61,160.659,1363
366,2023-05-04 14:06:00+00:00,160.62,160.89,160.55,160.83,160.746,1186
367,2023-05-04 14:07:00+00:00,160.81,160.9,160.54,160.61,160.711,1190
368,2023-05-04 14:08:00+00:00,160.6,160.62,160.19,160.31,160.362,2017
369,2023-05-04 14:09:00+00:00,160.32,160.59,160.21,160.27,160.361,1126
370,2023-05-04 14:10:00+00:00,160.27,160.68,160.25,160.51,160.467,989
371,2023-05-04 14:11:00+00:00,160.52,160.81,160.01,160.04,160.411,1656
372,2023-05-04 14:12:00+00:00,160.03,160.29,160.0,160.13,160.087,1385
373,2023-05-04 14:13:00+00:00,160.12,160.43,160.04,160.2,160.215,1045
374,2023-05-04 14:14:00+00:00,160.18,160.69,160.03,160.52,160.382,1477
375,2023-05-04 14:15:00+00:00,160.51,161.41,160.36,161.23,161.015,2559
376,2023-05-04 14:16:00+00:00,161.21,161.22,160.63,160.7,160.864,1420
377,2023-05-04 14:17:00+00:00,160.72,160.72,160.22,160.34,160.47,1350
378,2023-05-04 14:18:00+00:00,160.37,161.14,160.32,160.89,160.791,1225
379,2023-05-04 14:19:00+00:00,160.86,161.3,160.82,160.98,161.034,1097
380,2023-05-04 14:20:00+00:00,161.0,161.17,160.77,160.8,160.928,854
381,2023-05-04 14:21:00+00:00,160.8,160.81,160.4,160.44,160.604,883
382,2023-05-04 14:22:00+00:00,160.44,160.59,160.21,160.38,160.348,818
383,2023-05-04 14:23:00+00:00,160.38,160.44,160.01,160.28,160.208,1367
384,2023-05-04 14:24:00+00:00,160.27,160.31,159.65,159.76,159.95,2545
385,2023-05-04 14:25:00+00:00,159.76,160.24,159.7,160.09,159.978,1468
386,2023-05-04 14:26:00+00:00,160.06,160.1,159.75,159.86,159.904,952
387,2023-05-04 14:27:00+00:00,159.86,160.37,159.85,160.09,160.121,1214
388,2023-05-04 14:28:00+00:00,160.11,160.29,160.01,160.21,160.142,657
389,2023-05-04 14:29:00+00:00,160.22,160.36,160.12,160.24,160.229,640
390,2023-05-04 14:30:00+00:00,160.24,160.47,160.03,160.35,160.272,1066
391,2023-05-04 14:31:00+00:00,160.34,160.6,160.2,160.25,160.401,981
392,2023-05-04 14:32:00+00:00,160.27,160.5,160.12,160.4,160.333,714
393,2023-05-04 14:33:00+00:00,160.4,160.5,160.25,160.41,160.384,568
394,2023-05-04 14:34:00+00:00,160.39,160.59,160.15,160.56,160.38,1095
395,2023-05-04 14:35:00+00:00,160.54,160.76,160.37,160.63,160.591,1277
396,2023-05-04 14:36:00+00:00,160.64,160.67,160.31,160.31,160.503,763
397,2023-05-04 14:37:00+00:00,160.3,160.44,160.07,160.14,160.228,956
398,2023-05-04 14:38:00+00:00,160.14,160.15,159.89,159.99,160.0,1120
399,2023-05-04 14:39:00+00:00,159.96,160.19,159.82,159.99,160.021,1044
400,2023-05-04 14:40:00+00:00,159.99,160.26,159.97,160.2,160.159,767
401,2023-05-04 14:41:00+00:00,160.2,160.25,159.96,160.0,160.122,782
402,2023-05-04 14:42:00+00:00,160.0,160.4,159.89,160.25,160.196,1053
403,2023-05-04 14:43:00+00:00,160.25,160.29,160.01,160.13,160.158,650
404,2023-05-04 14:44:00+00:00,160.13,160.37,160.05,160.11,160.193,627
405,2023-05-04 14:45:00+00:00,160.1,160.46,160.1,160.28,160.291,773
406,2023-05-04 14:46:00+00:00,160.27,161.05,160.22,160.88,160.681,1520
407,2023-05-04 14:47:00+00:00,160.84,161.07,160.68,160.94,160.884,1109
408,2023-05-04 14:48:00+00:00,160.92,161.07,160.76,160.83,160.907,851
409,2023-05-04 14:49:00+00:00,160.85,160.95,160.73,160.78,160.838,689
410,2023-05-04 14:50:00+00:00,160.77,161.04,160.7,160.82,160.897,680
411,2023-05-04 14:51:00+00:00,160.85,161.03,160.8,160.91,160.92,625
412,2023-05-04 14:52:00+00:00,160.89,161.28,160.86,160.98,161.055,1217
413,2023-05-04 14:53:00+00:00,160.95,161.12,160.85,161.12,160.958,532
414,2023-05-04 14:54:00+00:00,161.14,161.48,161.07,161.4,161.305,1133
415,2023-05-04 14:55:00+00:00,161.38,161.74,161.33,161.58,161.606,1310
416,2023-05-04 14:56:00+00:00,161.55,161.63,161.39,161.52,161.519,745
417,2023-05-04 14:57:00+00:00,161.5,161.59,161.33,161.34,161.455,722
418,2023-05-04 14:58:00+00:00,161.34,161.57,161.26,161.49,161.393,724
419,2023-05-04 14:59:00+00:00,161.49,161.68,161.36,161.46,161.498,727
420,2023-05-04 15:00:00+00:00,161.42,161.7,161.31,161.68,161.496,783
421,2023-05-04 15:01:00+00:00,161.66,161.69,161.36,161.47,161.513,626
422,2023-05-04 15:02:00+00:00,161.46,161.61,161.37,161.45,161.494,565
423,2023-05-04 15:03:00+00:00,161.43,161.82,161.4,161.51,161.641,938
424,2023-05-04 15:04:00+00:00,161.48,161.63,161.42,161.6,161.504,545
425,2023-05-04 15:05:00+00:00,161.59,162.14,161.52,162.14,161.87,1590
426,2023-05-04 15:06:00+00:00,162.13,162.23,161.92,161.95,162.083,1067
427,2023-05-04 15:07:00+00:00,161.93,162.27,161.84,162.1,162.071,869
428,2023-05-04 15:08:00+00:00,162.1,162.2,161.92,162.18,162.058,649
429,2023-05-04 15:09:00+00:00,162.19,162.52,162.18,162.46,162.424,2050
430,2023-05-04 15:10:00+00:00,162.47,162.51,162.17,162.23,162.38,922
431,2023-05-04 15:11:00+00:00,162.22,162.35,162.13,162.15,162.234,591
432,2023-05-04 15:12:00+00:00,162.14,162.28,162.05,162.14,162.16,545
433,2023-05-04 15:13:00+00:00,162.18,162.46,162.12,162.33,162.334,641
434,2023-05-04 15:14:00+00:00,162.38,162.64,162.35,162.44,162.504,1121
435,2023-05-04 15:15:00+00:00,162.47,162.58,162.26,162.28,162.44,683
