,Unnamed: 0.1,Unnamed: 0,date,open,high,low,close,volume
321,321,321,2023-05-25 10:37:00+00:00,171.33,171.33,171.33,171.33,0.0
322,322,322,2023-05-25 10:38:00+00:00,171.33,171.33,171.33,171.33,0.0
323,323,323,2023-05-25 10:39:00+00:00,171.33,171.37,171.28,171.28,2211.0
324,324,324,2023-05-25 10:40:00+00:00,171.23,171.23,171.2,171.2,366.0
325,325,325,2023-05-25 10:41:00+00:00,171.15,171.15,171.08,171.08,1600.0
326,326,326,2023-05-25 10:42:00+00:00,171.08,171.08,171.08,171.08,744.0
327,327,327,2023-05-25 10:43:00+00:00,171.19,171.25,171.19,171.25,873.0
328,328,328,2023-05-25 10:44:00+00:00,171.25,171.25,171.25,171.25,648.0
329,329,329,2023-05-25 10:45:00+00:00,171.25,171.25,171.25,171.25,0.0
330,330,330,2023-05-25 10:46:00+00:00,171.25,171.25,171.25,171.25,0.0
331,331,331,2023-05-25 10:47:00+00:00,171.25,171.25,171.25,171.25,100.0
332,332,332,2023-05-25 10:48:00+00:00,171.25,171.25,171.25,171.25,0.0
333,333,333,2023-05-25 10:49:00+00:00,171.15,171.15,171.1,171.1,523.0
334,334,334,2023-05-25 10:50:00+00:00,171.13,171.13,171.09,171.1,1266.0
335,335,335,2023-05-25 10:51:00+00:00,171.14,171.16,171.1,171.1,990.0
336,336,336,2023-05-25 10:52:00+00:00,171.1,171.1,171.1,171.1,0.0
337,337,337,2023-05-25 10:53:00+00:00,171.1,171.16,171.1,171.1,3508.0
338,338,338,2023-05-25 10:54:00+00:00,171.1,171.16,171.1,171.16,2345.0
339,339,339,2023-05-25 10:55:00+00:00,171.16,171.16,171.12,171.12,300.0
340,340,340,2023-05-25 10:56:00+00:00,171.16,171.18,171.15,171.16,2564.0
341,341,341,2023-05-25 10:57:00+00:00,171.16,171.16,171.16,171.16,1388.0
342,342,342,2023-05-25 10:58:00+00:00,171.13,171.13,171.13,171.13,200.0
343,343,343,2023-05-25 10:59:00+00:00,171.13,171.15,171.13,171.13,1628.0
344,344,344,2023-05-25 11:00:00+00:00,171.16,171.16,171.1,171.13,4317.0
345,345,345,2023-05-25 11:01:00+00:00,171.12,171.13,171.07,171.07,2928.0
346,346,346,2023-05-25 11:02:00+00:00,171.09,171.16,171.09,171.16,1505.0
347,347,347,2023-05-25 11:03:00+00:00,171.13,171.13,171.1,171.13,1053.0
348,348,348,2023-05-25 11:04:00+00:00,171.13,171.14,171.13,171.14,624.0
349,349,349,2023-05-25 11:05:00+00:00,171.15,171.17,171.15,171.17,3742.0
350,350,350,2023-05-25 11:06:00+00:00,171.2,171.2,171.2,171.2,332.0
351,351,351,2023-05-25 11:07:00+00:00,171.19,171.19,171.07,171.07,1178.0
352,352,352,2023-05-25 11:08:00+00:00,171.1,171.15,171.1,171.15,1212.0
353,353,353,2023-05-25 11:09:00+00:00,171.2,171.2,171.2,171.2,1759.0
354,354,354,2023-05-25 11:10:00+00:00,171.2,171.2,171.15,171.15,4238.0
355,355,355,2023-05-25 11:11:00+00:00,171.2,171.2,171.15,171.15,626.0
356,356,356,2023-05-25 11:12:00+00:00,171.15,171.15,171.12,171.13,10751.0
357,357,357,2023-05-25 11:13:00+00:00,171.13,171.13,171.13,171.13,690.0
358,358,358,2023-05-25 11:14:00+00:00,171.12,171.12,171.12,171.12,450.0
359,359,359,2023-05-25 11:15:00+00:00,171.19,171.19,171.19,171.19,589.0
360,360,360,2023-05-25 11:16:00+00:00,171.13,171.14,171.06,171.06,3429.0
361,361,361,2023-05-25 11:17:00+00:00,171.13,171.14,171.13,171.14,1814.0
362,362,362,2023-05-25 11:18:00+00:00,171.12,171.16,171.12,171.16,784.0
363,363,363,2023-05-25 11:19:00+00:00,171.11,171.15,171.01,171.01,5609.0
364,364,364,2023-05-25 11:20:00+00:00,171.01,171.05,171.0,171.05,3409.0
365,365,365,2023-05-25 11:21:00+00:00,170.86,170.9,170.82,170.85,11566.0
366,366,366,2023-05-25 11:22:00+00:00,170.82,170.85,170.8,170.8,3123.0
367,367,367,2023-05-25 11:23:00+00:00,170.81,170.95,170.81,170.95,5811.0
368,368,368,2023-05-25 11:24:00+00:00,170.85,170.85,170.85,170.85,100.0
369,369,369,2023-05-25 11:25:00+00:00,170.82,170.84,170.76,170.83,2756.0
370,370,370,2023-05-25 11:26:00+00:00,170.89,170.89,170.89,170.89,500.0
371,371,371,2023-05-25 11:27:00+00:00,170.94,170.96,170.94,170.96,1360.0
372,372,372,2023-05-25 11:28:00+00:00,170.99,171.0,170.95,170.95,7837.0
373,373,373,2023-05-25 11:29:00+00:00,171.0,171.0,170.91,170.92,5312.0
374,374,374,2023-05-25 11:30:00+00:00,170.91,170.92,170.7,170.7,4537.0
375,375,375,2023-05-25 11:31:00+00:00,170.67,170.7,170.67,170.7,4235.0
376,376,376,2023-05-25 11:32:00+00:00,170.7,170.7,170.7,170.7,0.0
377,377,377,2023-05-25 11:33:00+00:00,170.7,170.7,170.7,170.7,1773.0
378,378,378,2023-05-25 11:34:00+00:00,170.7,170.7,170.7,170.7,0.0
379,379,379,2023-05-25 11:35:00+00:00,170.8,170.8,170.8,170.8,319.0
380,380,380,2023-05-25 11:36:00+00:00,170.8,170.8,170.8,170.8,100.0
381,381,381,2023-05-25 11:37:00+00:00,170.8,170.8,170.69,170.7,4566.0
382,382,382,2023-05-25 11:38:00+00:00,170.7,170.81,170.7,170.81,6718.0
383,383,383,2023-05-25 11:39:00+00:00,170.81,170.81,170.81,170.81,0.0
384,384,384,2023-05-25 11:40:00+00:00,170.82,170.85,170.82,170.85,1383.0
385,385,385,2023-05-25 11:41:00+00:00,170.85,170.85,170.85,170.85,718.0
386,386,386,2023-05-25 11:42:00+00:00,170.92,170.92,170.91,170.91,897.0
387,387,387,2023-05-25 11:43:00+00:00,170.9,170.9,170.9,170.9,259.0
388,388,388,2023-05-25 11:44:00+00:00,171.0,171.0,171.0,171.0,1030.0
389,389,389,2023-05-25 11:45:00+00:00,171.0,171.02,171.0,171.0,2409.0
390,390,390,2023-05-25 11:46:00+00:00,171.01,171.03,171.01,171.03,536.0
391,391,391,2023-05-25 11:47:00+00:00,171.03,171.03,171.03,171.03,0.0
392,392,392,2023-05-25 11:48:00+00:00,171.17,171.19,171.16,171.19,1576.0
393,393,393,2023-05-25 11:49:00+00:00,171.12,171.12,171.12,171.12,100.0
394,394,394,2023-05-25 11:50:00+00:00,171.12,171.12,171.12,171.12,0.0
395,395,395,2023-05-25 11:51:00+00:00,171.14,171.17,171.14,171.17,331.0
396,396,396,2023-05-25 11:52:00+00:00,171.17,171.17,171.17,171.17,0.0
397,397,397,2023-05-25 11:53:00+00:00,171.1,171.1,171.1,171.1,1129.0
398,398,398,2023-05-25 11:54:00+00:00,171.1,171.1,171.1,171.1,0.0
399,399,399,2023-05-25 11:55:00+00:00,171.1,171.1,171.1,171.1,0.0
400,400,400,2023-05-25 11:56:00+00:00,171.12,171.12,171.08,171.08,2300.0
401,401,401,2023-05-25 11:57:00+00:00,171.17,171.17,171.17,171.17,210.0
402,402,402,2023-05-25 11:58:00+00:00,171.15,171.15,171.15,171.15,2432.0
403,403,403,2023-05-25 11:59:00+00:00,171.13,171.15,171.13,171.15,1910.0
404,404,404,2023-05-25 12:00:00+00:00,171.16,171.24,170.75,171.15,59760.0
405,405,405,2023-05-25 12:01:00+00:00,171.15,171.61,170.99,171.14,4566.0
406,406,406,2023-05-25 12:02:00+00:00,171.14,171.51,171.06,171.51,5347.0
407,407,407,2023-05-25 12:03:00+00:00,171.1,171.52,171.09,171.15,1585.0
408,408,408,2023-05-25 12:04:00+00:00,171.21,171.24,171.21,171.24,677.0
409,409,409,2023-05-25 12:05:00+00:00,171.27,171.28,171.24,171.24,2100.0
410,410,410,2023-05-25 12:06:00+00:00,171.24,171.28,171.2,171.2,5982.0
411,411,411,2023-05-25 12:07:00+00:00,171.25,171.25,171.2,171.25,750.0
412,412,412,2023-05-25 12:08:00+00:00,171.31,171.42,171.31,171.42,1900.0
413,413,413,2023-05-25 12:09:00+00:00,171.39,171.39,171.35,171.35,1016.0
414,414,414,2023-05-25 12:10:00+00:00,171.32,171.4,171.32,171.4,3626.0
415,415,415,2023-05-25 12:11:00+00:00,171.37,171.49,171.37,171.42,2674.0
416,416,416,2023-05-25 12:12:00+00:00,171.45,171.47,171.41,171.44,8574.0
417,417,417,2023-05-25 12:13:00+00:00,171.4,171.4,171.4,171.4,120.0
418,418,418,2023-05-25 12:14:00+00:00,171.44,171.44,171.3,171.35,2959.0
419,419,419,2023-05-25 12:15:00+00:00,171.45,171.5,171.42,171.45,10813.0
420,420,420,2023-05-25 12:16:00+00:00,171.45,171.48,171.41,171.48,4979.0
421,421,421,2023-05-25 12:17:00+00:00,171.49,171.53,171.4,171.45,7347.0
422,422,422,2023-05-25 12:18:00+00:00,171.4,171.44,171.4,171.42,3397.0
423,423,423,2023-05-25 12:19:00+00:00,171.41,171.7,171.4,171.7,8917.0
424,424,424,2023-05-25 12:20:00+00:00,171.52,171.57,171.37,171.37,2775.0
425,425,425,2023-05-25 12:21:00+00:00,171.39,171.39,171.3,171.3,4484.0
426,426,426,2023-05-25 12:22:00+00:00,171.29,171.33,171.25,171.33,6617.0
427,427,427,2023-05-25 12:23:00+00:00,171.33,171.34,171.3,171.3,5646.0
428,428,428,2023-05-25 12:24:00+00:00,171.31,171.32,171.31,171.31,100.0
429,429,429,2023-05-25 12:25:00+00:00,171.31,171.32,171.3,171.32,1490.0
430,430,430,2023-05-25 12:26:00+00:00,171.3,171.3,171.25,171.25,300.0
431,431,431,2023-05-25 12:27:00+00:00,171.22,171.22,171.22,171.22,100.0
432,432,432,2023-05-25 12:28:00+00:00,171.24,171.27,171.24,171.27,700.0
433,433,433,2023-05-25 12:29:00+00:00,171.2,171.26,171.2,171.24,1080.0
434,434,434,2023-05-25 12:30:00+00:00,171.24,171.31,171.22,171.25,3996.0
435,435,435,2023-05-25 12:31:00+00:00,171.27,171.31,171.27,171.29,5054.0
436,436,436,2023-05-25 12:32:00+00:00,171.27,171.34,171.27,171.34,8229.0
437,437,437,2023-05-25 12:33:00+00:00,171.33,171.34,171.33,171.33,15152.0
438,438,438,2023-05-25 12:34:00+00:00,171.35,171.35,171.33,171.35,10554.0
439,439,439,2023-05-25 12:35:00+00:00,171.37,171.39,171.35,171.39,1146.0
440,440,440,2023-05-25 12:36:00+00:00,171.45,171.45,171.33,171.37,8295.0
441,441,441,2023-05-25 12:37:00+00:00,171.37,171.59,171.36,171.59,8659.0
442,442,442,2023-05-25 12:38:00+00:00,171.56,171.65,171.49,171.65,1800.0
443,443,443,2023-05-25 12:39:00+00:00,171.66,171.67,171.63,171.65,5900.0
444,444,444,2023-05-25 12:40:00+00:00,171.63,171.64,171.56,171.64,5168.0
445,445,445,2023-05-25 12:41:00+00:00,171.63,171.7,171.61,171.7,15350.0
446,446,446,2023-05-25 12:42:00+00:00,171.74,171.82,171.71,171.82,15349.0
447,447,447,2023-05-25 12:43:00+00:00,171.83,171.96,171.71,171.71,21575.0
448,448,448,2023-05-25 12:44:00+00:00,171.61,171.83,171.57,171.83,6865.0
449,449,449,2023-05-25 12:45:00+00:00,171.75,171.84,171.75,171.8,5926.0
450,450,450,2023-05-25 12:46:00+00:00,171.8,171.91,171.8,171.88,12826.0
451,451,451,2023-05-25 12:47:00+00:00,171.87,171.99,171.87,171.97,26852.0
452,452,452,2023-05-25 12:48:00+00:00,172.0,172.07,171.98,171.99,16611.0
453,453,453,2023-05-25 12:49:00+00:00,172.04,172.07,171.97,172.05,13178.0
454,454,454,2023-05-25 12:50:00+00:00,172.04,172.08,172.0,172.04,6415.0
455,455,455,2023-05-25 12:51:00+00:00,172.05,172.1,172.0,172.09,14046.0
456,456,456,2023-05-25 12:52:00+00:00,172.09,172.17,172.0,172.11,8697.0
457,457,457,2023-05-25 12:53:00+00:00,172.11,172.11,172.0,172.05,9022.0
458,458,458,2023-05-25 12:54:00+00:00,172.02,172.14,172.02,172.07,4939.0
459,459,459,2023-05-25 12:55:00+00:00,172.03,172.08,172.0,172.07,6919.0
460,460,460,2023-05-25 12:56:00+00:00,172.06,172.11,172.06,172.08,5299.0
461,461,461,2023-05-25 12:57:00+00:00,172.1,172.15,172.1,172.15,2725.0
462,462,462,2023-05-25 12:58:00+00:00,172.13,172.14,172.1,172.12,6383.0
463,463,463,2023-05-25 12:59:00+00:00,172.1,172.18,172.1,172.16,6408.0
464,464,464,2023-05-25 13:00:00+00:00,172.16,172.22,172.16,172.22,6467.0
465,465,465,2023-05-25 13:01:00+00:00,172.23,172.23,172.21,172.23,4913.0
466,466,466,2023-05-25 13:02:00+00:00,172.23,172.23,172.17,172.23,10467.0
467,467,467,2023-05-25 13:03:00+00:00,172.22,172.23,172.19,172.21,6741.0
468,468,468,2023-05-25 13:04:00+00:00,172.2,172.23,172.18,172.23,10338.0
469,469,469,2023-05-25 13:05:00+00:00,172.25,172.34,172.23,172.25,18269.0
470,470,470,2023-05-25 13:06:00+00:00,172.29,172.29,172.25,172.28,2100.0
471,471,471,2023-05-25 13:07:00+00:00,172.3,172.3,172.28,172.28,2639.0
472,472,472,2023-05-25 13:08:00+00:00,172.28,172.29,172.25,172.29,5457.0
473,473,473,2023-05-25 13:09:00+00:00,172.28,172.28,172.23,172.26,2845.0
474,474,474,2023-05-25 13:10:00+00:00,172.26,172.3,172.26,172.3,5075.0
475,475,475,2023-05-25 13:11:00+00:00,172.29,172.3,172.28,172.3,5232.0
476,476,476,2023-05-25 13:12:00+00:00,172.3,172.4,172.3,172.4,3624.0
477,477,477,2023-05-25 13:13:00+00:00,172.38,172.45,172.37,172.42,9449.0
478,478,478,2023-05-25 13:14:00+00:00,172.41,172.43,172.41,172.41,11370.0
479,479,479,2023-05-25 13:15:00+00:00,172.4,172.4,172.23,172.23,10730.0
480,480,480,2023-05-25 13:16:00+00:00,172.26,172.32,172.26,172.31,7207.0
481,481,481,2023-05-25 13:17:00+00:00,172.33,172.34,172.22,172.24,8543.0
482,482,482,2023-05-25 13:18:00+00:00,172.29,172.3,172.24,172.25,7149.0
483,483,483,2023-05-25 13:19:00+00:00,172.25,172.26,172.17,172.18,33124.0
484,484,484,2023-05-25 13:20:00+00:00,172.18,172.3,172.16,172.26,9420.0
485,485,485,2023-05-25 13:21:00+00:00,172.26,172.26,172.18,172.21,5764.0
486,486,486,2023-05-25 13:22:00+00:00,172.2,172.23,172.16,172.17,12935.0
487,487,487,2023-05-25 13:23:00+00:00,172.18,172.25,172.18,172.21,4295.0
488,488,488,2023-05-25 13:24:00+00:00,172.22,172.25,172.2,172.24,3062.0
489,489,489,2023-05-25 13:25:00+00:00,172.24,172.25,172.22,172.25,3001.0
490,490,490,2023-05-25 13:26:00+00:00,172.25,172.25,172.18,172.22,14258.0
491,491,491,2023-05-25 13:27:00+00:00,172.22,172.35,172.14,172.33,12467.0
492,492,492,2023-05-25 13:28:00+00:00,172.32,172.5,172.28,172.41,15330.0
493,493,493,2023-05-25 13:29:00+00:00,172.4,172.59,172.38,172.51,23880.0
494,494,494,2023-05-25 13:30:00+00:00,172.5,173.22,172.41,173.03,1463698.0
495,495,495,2023-05-25 13:31:00+00:00,173.03,173.04,172.6,172.88,449478.0
496,496,496,2023-05-25 13:32:00+00:00,172.9,173.15,172.48,172.53,403058.0
497,497,497,2023-05-25 13:33:00+00:00,172.51,172.71,172.27,172.34,268026.0
498,498,498,2023-05-25 13:34:00+00:00,172.32,172.39,172.05,172.18,185518.0
499,499,499,2023-05-25 13:35:00+00:00,172.19,172.5,172.13,172.31,175613.0
500,500,500,2023-05-25 13:36:00+00:00,172.29,172.64,172.27,172.53,261298.0
501,501,501,2023-05-25 13:37:00+00:00,172.51,172.69,172.29,172.48,215840.0
502,502,502,2023-05-25 13:38:00+00:00,172.49,172.74,172.43,172.56,190807.0
503,503,503,2023-05-25 13:39:00+00:00,172.58,172.83,172.55,172.74,119310.0
504,504,504,2023-05-25 13:40:00+00:00,172.75,173.03,172.69,172.95,250307.0
505,505,505,2023-05-25 13:41:00+00:00,172.96,173.12,172.91,172.92,200295.0
506,506,506,2023-05-25 13:42:00+00:00,172.91,172.91,172.51,172.52,186894.0
507,507,507,2023-05-25 13:43:00+00:00,172.52,172.66,172.48,172.5,126395.0
508,508,508,2023-05-25 13:44:00+00:00,172.5,172.74,172.49,172.73,113106.0
509,509,509,2023-05-25 13:45:00+00:00,172.74,173.02,172.71,172.81,171739.0
510,510,510,2023-05-25 13:46:00+00:00,172.81,172.82,172.61,172.69,150567.0
511,511,511,2023-05-25 13:47:00+00:00,172.69,172.84,172.47,172.52,161115.0
512,512,512,2023-05-25 13:48:00+00:00,172.53,172.59,172.4,172.48,126651.0
513,513,513,2023-05-25 13:49:00+00:00,172.45,172.55,172.3,172.45,178726.0
514,514,514,2023-05-25 13:50:00+00:00,172.45,172.51,172.38,172.41,109225.0
515,515,515,2023-05-25 13:51:00+00:00,172.41,172.5,172.35,172.38,113317.0
516,516,516,2023-05-25 13:52:00+00:00,172.39,172.42,172.24,172.25,104453.0
517,517,517,2023-05-25 13:53:00+00:00,172.25,172.54,172.17,172.53,114167.0
518,518,518,2023-05-25 13:54:00+00:00,172.52,172.66,172.5,172.66,111846.0
519,519,519,2023-05-25 13:55:00+00:00,172.66,172.82,172.64,172.68,115681.0
520,520,520,2023-05-25 13:56:00+00:00,172.67,172.67,172.53,172.58,82807.0
521,521,521,2023-05-25 13:57:00+00:00,172.6,172.66,172.52,172.56,85185.0
522,522,522,2023-05-25 13:58:00+00:00,172.56,172.64,172.5,172.51,69117.0
523,523,523,2023-05-25 13:59:00+00:00,172.5,172.67,172.47,172.51,103214.0
524,524,524,2023-05-25 14:00:00+00:00,172.52,172.84,172.5,172.75,149695.0
525,525,525,2023-05-25 14:01:00+00:00,172.75,172.87,172.51,172.54,140777.0
526,526,526,2023-05-25 14:02:00+00:00,172.53,172.64,172.46,172.54,104863.0
527,527,527,2023-05-25 14:03:00+00:00,172.53,172.64,172.45,172.63,89954.0
528,528,528,2023-05-25 14:04:00+00:00,172.62,172.7,172.55,172.63,109889.0
529,529,529,2023-05-25 14:05:00+00:00,172.61,172.73,172.48,172.5,94258.0
530,530,530,2023-05-25 14:06:00+00:00,172.5,172.56,172.35,172.4,160038.0
531,531,531,2023-05-25 14:07:00+00:00,172.39,172.43,172.29,172.4,108946.0
532,532,532,2023-05-25 14:08:00+00:00,172.39,172.47,172.37,172.41,72612.0
533,533,533,2023-05-25 14:09:00+00:00,172.41,172.49,172.29,172.31,84477.0
534,534,534,2023-05-25 14:10:00+00:00,172.31,172.31,172.19,172.21,105150.0
535,535,535,2023-05-25 14:11:00+00:00,172.21,172.24,172.1,172.11,134341.0
536,536,536,2023-05-25 14:12:00+00:00,172.11,172.14,172.07,172.11,93406.0
537,537,537,2023-05-25 14:13:00+00:00,172.1,172.19,172.01,172.18,108478.0
538,538,538,2023-05-25 14:14:00+00:00,172.17,172.28,172.14,172.21,72206.0
539,539,539,2023-05-25 14:15:00+00:00,172.2,172.34,172.18,172.25,66193.0
540,540,540,2023-05-25 14:16:00+00:00,172.26,172.3,172.16,172.24,60000.0
541,541,541,2023-05-25 14:17:00+00:00,172.24,172.4,172.23,172.34,86358.0
542,542,542,2023-05-25 14:18:00+00:00,172.34,172.4,172.23,172.26,88192.0
543,543,543,2023-05-25 14:19:00+00:00,172.27,172.29,172.04,172.06,86605.0
544,544,544,2023-05-25 14:20:00+00:00,172.05,172.07,171.87,171.97,186830.0
545,545,545,2023-05-25 14:21:00+00:00,171.96,171.97,171.81,171.84,108383.0
546,546,546,2023-05-25 14:22:00+00:00,171.85,171.92,171.76,171.92,91231.0
547,547,547,2023-05-25 14:23:00+00:00,171.92,171.93,171.79,171.8,79572.0
548,548,548,2023-05-25 14:24:00+00:00,171.8,171.83,171.69,171.72,70335.0
549,549,549,2023-05-25 14:25:00+00:00,171.72,171.83,171.7,171.75,87286.0
550,550,550,2023-05-25 14:26:00+00:00,171.76,171.95,171.74,171.94,81380.0
551,551,551,2023-05-25 14:27:00+00:00,171.94,171.98,171.89,171.93,64521.0
552,552,552,2023-05-25 14:28:00+00:00,171.92,172.02,171.91,171.97,72647.0
553,553,553,2023-05-25 14:29:00+00:00,171.97,172.02,171.9,171.93,80624.0
554,554,554,2023-05-25 14:30:00+00:00,171.94,171.97,171.84,171.92,67502.0
555,555,555,2023-05-25 14:31:00+00:00,171.93,171.94,171.71,171.73,57533.0
556,556,556,2023-05-25 14:32:00+00:00,171.72,172.02,171.69,172.01,114401.0
557,557,557,2023-05-25 14:33:00+00:00,172.02,172.08,171.97,172.08,87324.0
558,558,558,2023-05-25 14:34:00+00:00,172.07,172.14,171.97,172.14,66635.0
559,559,559,2023-05-25 14:35:00+00:00,172.13,172.15,172.02,172.07,57731.0
560,560,560,2023-05-25 14:36:00+00:00,172.07,172.19,172.01,172.17,110594.0
561,561,561,2023-05-25 14:37:00+00:00,172.17,172.17,172.02,172.13,68410.0
562,562,562,2023-05-25 14:38:00+00:00,172.14,172.19,172.06,172.07,87046.0
563,563,563,2023-05-25 14:39:00+00:00,172.07,172.11,172.03,172.06,105503.0
564,564,564,2023-05-25 14:40:00+00:00,172.06,172.24,172.04,172.23,87943.0
565,565,565,2023-05-25 14:41:00+00:00,172.24,172.32,172.06,172.17,113345.0
566,566,566,2023-05-25 14:42:00+00:00,172.17,172.25,172.05,172.24,101325.0
567,567,567,2023-05-25 14:43:00+00:00,172.24,172.33,172.24,172.29,67113.0
568,568,568,2023-05-25 14:44:00+00:00,172.29,172.3,172.19,172.24,74418.0
569,569,569,2023-05-25 14:45:00+00:00,172.25,172.36,172.22,172.24,71395.0
570,570,570,2023-05-25 14:46:00+00:00,172.24,172.32,172.24,172.27,40228.0
571,571,571,2023-05-25 14:47:00+00:00,172.27,172.34,172.26,172.27,55268.0
572,572,572,2023-05-25 14:48:00+00:00,172.28,172.42,172.27,172.3,87837.0
573,573,573,2023-05-25 14:49:00+00:00,172.3,172.38,172.3,172.37,74291.0
574,574,574,2023-05-25 14:50:00+00:00,172.37,172.44,172.32,172.39,67793.0
575,575,575,2023-05-25 14:51:00+00:00,172.4,172.44,172.3,172.31,57997.0
576,576,576,2023-05-25 14:52:00+00:00,172.31,172.39,172.3,172.37,55803.0
577,577,577,2023-05-25 14:53:00+00:00,172.36,172.4,172.22,172.37,161751.0
578,578,578,2023-05-25 14:54:00+00:00,172.37,172.43,172.34,172.43,52905.0
579,579,579,2023-05-25 14:55:00+00:00,172.43,172.52,172.42,172.48,93459.0
580,580,580,2023-05-25 14:56:00+00:00,172.47,172.47,172.3,172.35,71049.0
581,581,581,2023-05-25 14:57:00+00:00,172.35,172.41,172.29,172.36,77100.0
582,582,582,2023-05-25 14:58:00+00:00,172.35,172.41,172.31,172.34,41883.0
583,583,583,2023-05-25 14:59:00+00:00,172.34,172.43,172.31,172.42,50206.0
584,584,584,2023-05-25 15:00:00+00:00,172.43,172.5,172.37,172.46,111624.0
585,585,585,2023-05-25 15:01:00+00:00,172.46,172.56,172.46,172.46,92204.0
586,586,586,2023-05-25 15:02:00+00:00,172.47,172.51,172.41,172.44,49005.0
587,587,587,2023-05-25 15:03:00+00:00,172.44,172.52,172.38,172.49,51316.0
588,588,588,2023-05-25 15:04:00+00:00,172.5,172.57,172.43,172.45,87737.0
589,589,589,2023-05-25 15:05:00+00:00,172.46,172.55,172.43,172.53,70421.0
590,590,590,2023-05-25 15:06:00+00:00,172.53,172.65,172.51,172.65,93161.0
591,591,591,2023-05-25 15:07:00+00:00,172.65,172.75,172.63,172.7,95464.0
592,592,592,2023-05-25 15:08:00+00:00,172.71,172.71,172.64,172.69,68511.0
593,593,593,2023-05-25 15:09:00+00:00,172.7,172.77,172.69,172.72,53962.0
594,594,594,2023-05-25 15:10:00+00:00,172.72,172.74,172.63,172.71,69311.0
595,595,595,2023-05-25 15:11:00+00:00,172.7,172.73,172.66,172.71,53711.0
596,596,596,2023-05-25 15:12:00+00:00,172.73,172.8,172.63,172.63,101969.0
597,597,597,2023-05-25 15:13:00+00:00,172.64,172.68,172.58,172.65,98915.0
598,598,598,2023-05-25 15:14:00+00:00,172.66,172.74,172.59,172.63,82286.0
599,599,599,2023-05-25 15:15:00+00:00,172.63,172.71,172.62,172.63,59136.0
600,600,600,2023-05-25 15:16:00+00:00,172.63,172.64,172.36,172.41,178310.0
601,601,601,2023-05-25 15:17:00+00:00,172.4,172.47,172.26,172.35,181545.0
602,602,602,2023-05-25 15:18:00+00:00,172.37,172.5,172.37,172.48,51913.0
603,603,603,2023-05-25 15:19:00+00:00,172.47,172.48,172.35,172.35,69298.0
604,604,604,2023-05-25 15:20:00+00:00,172.35,172.46,172.32,172.43,55098.0
605,605,605,2023-05-25 15:21:00+00:00,172.42,172.49,172.33,172.4,102831.0
606,606,606,2023-05-25 15:22:00+00:00,172.41,172.51,172.38,172.44,62299.0
607,607,607,2023-05-25 15:23:00+00:00,172.44,172.49,172.43,172.46,71560.0
608,608,608,2023-05-25 15:24:00+00:00,172.45,172.54,172.43,172.5,107091.0
609,609,609,2023-05-25 15:25:00+00:00,172.5,172.54,172.43,172.48,40588.0
610,610,610,2023-05-25 15:26:00+00:00,172.49,172.5,172.39,172.39,55366.0
611,611,611,2023-05-25 15:27:00+00:00,172.4,172.51,172.32,172.32,90994.0
612,612,612,2023-05-25 15:28:00+00:00,172.31,172.41,172.29,172.31,77052.0
613,613,613,2023-05-25 15:29:00+00:00,172.31,172.32,172.26,172.27,33618.0
614,614,614,2023-05-25 15:30:00+00:00,172.28,172.33,172.23,172.25,52399.0
615,615,615,2023-05-25 15:31:00+00:00,172.25,172.25,172.1,172.12,132415.0
616,616,616,2023-05-25 15:32:00+00:00,172.11,172.25,172.11,172.23,54821.0
617,617,617,2023-05-25 15:33:00+00:00,172.23,172.24,172.06,172.07,74567.0
618,618,618,2023-05-25 15:34:00+00:00,172.06,172.1,171.92,172.03,126952.0
619,619,619,2023-05-25 15:35:00+00:00,172.02,172.1,171.98,172.04,95770.0
620,620,620,2023-05-25 15:36:00+00:00,172.05,172.1,172.03,172.06,48928.0
621,621,621,2023-05-25 15:37:00+00:00,172.04,172.11,171.98,172.11,53091.0
622,622,622,2023-05-25 15:38:00+00:00,172.11,172.15,171.98,172.0,42992.0
623,623,623,2023-05-25 15:39:00+00:00,172.0,172.08,172.0,172.03,46473.0
624,624,624,2023-05-25 15:40:00+00:00,172.05,172.05,171.84,171.84,67996.0
625,625,625,2023-05-25 15:41:00+00:00,171.83,171.87,171.75,171.87,81901.0
626,626,626,2023-05-25 15:42:00+00:00,171.86,171.94,171.8,171.92,60303.0
627,627,627,2023-05-25 15:43:00+00:00,171.93,171.99,171.87,171.99,37947.0
628,628,628,2023-05-25 15:44:00+00:00,171.99,172.0,171.9,171.93,55547.0
629,629,629,2023-05-25 15:45:00+00:00,171.93,172.03,171.9,172.03,36448.0
630,630,630,2023-05-25 15:46:00+00:00,172.02,172.07,171.97,172.05,39218.0
631,631,631,2023-05-25 15:47:00+00:00,172.06,172.14,172.03,172.12,50694.0
632,632,632,2023-05-25 15:48:00+00:00,172.11,172.12,171.98,171.99,63100.0
633,633,633,2023-05-25 15:49:00+00:00,171.98,172.12,171.96,172.11,52942.0
634,634,634,2023-05-25 15:50:00+00:00,172.11,172.14,172.07,172.08,48828.0
635,635,635,2023-05-25 15:51:00+00:00,172.08,172.13,172.03,172.11,29228.0
636,636,636,2023-05-25 15:52:00+00:00,172.12,172.15,172.08,172.14,20850.0
637,637,637,2023-05-25 15:53:00+00:00,172.14,172.36,172.13,172.29,106745.0
638,638,638,2023-05-25 15:54:00+00:00,172.29,172.33,172.14,172.16,101677.0
